Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
BB,Amkor Technology,Inc.,AMKR,Standard  Poor\s Ratings Services,5/18/2016,Technology,1.293950799,1.032539305,0.513828542,66.57491343,0.019694911,0.023412234,0.166145913,0.057144432,0.014092724,0.022413674,0.047034357,0.715551559,1.118489331,2.337492125,0.700373825,0.415118087,0.06915883,0.168756597,2.217318978,3.337492125,0.023412234,3.711138422,2.440130885,0.200355127,5.539419928
BB,Amkor Technology,Inc.,AMKR,Standard  Poor\s Ratings Services,5/8/2014,Technology,1.78369053,1.44537989,0.883500064,47.16585939,0.036968662,0.041937797,0.184177984,0.078509361,0.031889844,0.045310891,0.11459727,0.862618307,1.473397413,2.593534926,0.721722476,0.182648181,-0.015640246,-0.046623038,3.296911758,3.593534926,0.041937797,3.061046557,2.980965824,0.188582929,6.602005288
BB,Amkor Technology,Inc.,AMKR,Standard  Poor\s Ratings Services,5/21/2012,Technology,1.552244988,1.188208712,0.676799245,39.24859681,0.03306777,0.036097277,0.176695089,0.069756829,0.033107264,0.047032162,0.132428245,1.001194354,1.676328663,2.999975478,0.749998467,0.071084325,0.097010247,0.262737844,2.43415833,3.999975478,0.036097277,3.343729699,2.708351456,0.1861546,5.384613573
BB,Spirit Aerosystems Holdings,Inc.,SPR,Standard  Poor\s Ratings Services,4/22/2015,Capital Goods,2.42461074,0.823562123,0.300206546,32.51029533,0.052770914,0.038592776,0.160048241,0.052064949,0.069498518,0.067214836,0.221276596,1.316985298,3.812065486,2.183903793,0.685920158,-0.365472561,0.391039823,1.01,3.079285714,3.183903793,0.038592776,12.79812037,2.582857143,0.053182727,9.343913613
BBB,Spirit Aerosystems Holdings,Inc.,SPR,Standard  Poor\s Ratings Services,3/17/2016,Capital Goods,2.261206306,1.024194654,0.656134339,29.50149761,0.118710396,0.121630368,0.167311368,0.129893587,0.136512332,0.187125159,0.372116065,1.149961056,3.405905572,1.725878745,0.633145824,0.025491895,0.72078778,6.716763006,6.916907514,2.725878745,0.121630368,5.750770695,9.318641618,0.194117913,8.949045616
B,Spirit Aerosystems Holdings,Inc.,SPR,Standard  Poor\s Ratings Services,3/4/2014,Capital Goods,2.204402516,0.727762803,0.314989518,33.72622043,-0.104244254,-0.083844992,-0.016524073,-0.061113907,-0.121671366,-0.132516704,-0.419723067,1.167175752,3.305606388,2.44964539,0.710115132,-0.382352941,0.101304682,0.186836518,2.98089172,3.44964539,-0.083844992,-28.20514519,1.844302902,0.043717497,8.039670957
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,6/22/2015,Public Utilities,0.736268017,0.563303467,0.093494351,46.45541443,0.276810266,0.469294225,0.804635328,0.205447165,0.041809228,0.074672889,0.240856785,0.151039298,0.271963249,4.760852227,0.826414572,0.348493304,-0.905910165,-2.663608244,0.6589511,5.760852227,0.469294225,19.01697432,2.94025649,0.276941207,1.724855491
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,6/24/2011,Public Utilities,0.982905983,0.797979798,0.308857809,32.60555324,-0.114080699,-0.095257903,1,0.004575707,-0.043929201,-0.040896509,-0.150521405,0.38507128,0.474348856,2.426454446,0.708153132,0.032751092,-0.051678612,-0.234367516,2.044300593,3.426454446,-0.095257903,13.53068173,4.535096963,0.275686356,0
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,12/30/2015,Public Utilities,0.611533841,0.473768522,0.040048058,51.27853261,-0.077581522,-0.232744565,0.77513587,0.030706522,-0.011648307,-0.036820497,-0.092875732,0.150142799,0.24882518,6.973324658,0.874581803,0.232924694,-0.182598954,-0.652634361,0.198859959,7.973324658,-0.232744565,19.52593192,3.574140731,0.363858696,2.224462366
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,7/1/2016,Public Utilities,0.495761275,2.648016277,0.05764666,45.65542072,-0.056540872,-0.050006668,0.789305241,0.093345779,-0.009053059,-0.008544866,-0.091320267,0.160115298,0.263789222,9.087228085,0.900864738,0.066666667,0.440229258,2.148738532,9.153119934,10.08722809,-0.050006668,18.02089257,4.880953491,0.48859848,2.53611557
BB,Williams Companies,Inc. (The),WMB,Standard  Poor\s Ratings Services,2/16/2012,Public Utilities,1.130746269,0.934925373,0.530746269,29.31967213,0.04741488,0.151576293,1,0.235435057,0.022785117,0.081068321,0.290123457,0.480547812,0.63036566,11.73302469,0.921464065,0.103161398,0.186972957,1.092509935,1.578447481,12.73302469,0.151576293,7.10438283,5.843144118,0.433669609,0
B,Atkore International GroupInc.,ATKR,Standard  Poor\s Ratings Services,12/7/2016,Miscellaneous,2.845988224,1.915658474,0.977819765,46.02441013,0.038595653,0.056965939,0.242015145,0.083313203,0.050487391,0.090420799,0.228559433,1.308110819,7.515757899,3.527059702,0.779106072,0.322478423,0.892560295,2.237557213,3.205181961,4.527059702,0.056965939,8.730911541,2.506897545,0.102827652,10.11849139,
BB,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,10/26/2011,Technology,0.868857228,0.843500111,0.545051123,6.106711091,0.057122307,0.08901236,0.712139128,0.101713492,0.058770005,0.097185172,0.121127067,1.02884509,10.02077039,1.061035499,0.514806999,0.358265445,0.536992457,2.515460548,1.439252795,2.061035499,0.08901236,2.372947106,4.684349873,0.099447502,7.89678672,
B,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,6/3/2014,Technology,0.310328215,0.298393651,0.124943475,6.900492014,0.041311353,0.066798897,0.692435336,0.079302348,0.042483269,0.077365637,0.095447065,1.028367897,9.224967162,1.246697744,0.554902299,0.381556357,0.193349809,0.473961755,0.771367053,2.246697744,0.066798897,1.512719915,2.451317422,0.043277732,7.945150875,
B,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,6/3/2015,Technology,0.509429919,0.488195107,0.201746022,7.570020356,0.030534588,0.045079859,0.691736578,0.061264882,0.02947606,0.046787199,0.069398551,0.965333485,9.490680019,1.354403895,0.575264039,0.322655652,-3.383665568,-1.223689688,0.872771996,2.354403895,0.045079859,1.862561067,0.361646168,0.006052639,6.861056683,
B,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,11/23/2016,Technology,0.843139409,0.825013985,0.476465417,8.595801167,-0.035499849,-0.038226246,0.653015336,-0.022473958,-0.065634435,-0.080764336,-0.397062654,1.848865163,9.364695918,5.049608769,0.834700054,0.071322634,0.827150268,5.50802884,1.795824627,6.049608769,-0.038226246,0.819045278,6.659042563,0.119373918,9.499464144,
B,Rent-A-CenterInc.,RCII,Standard  Poor\s Ratings Services,6/17/2016,Technology,0.676408692,0.652907,0.303905872,7.717681078,-0.26434319,-0.322283295,0.646076159,-0.307431019,-0.436147212,-0.590801528,-1.842000332,1.649927932,9.906417799,3.22334542,0.763220883,0.179780045,0.649135747,2.820320452,1.137851084,4.22334542,-0.322283295,-5.328086032,4.344731385,0.070304598,12.04204245,
BBB,JetBlue Airways Corporation,JBLU,Moody\s Investors Service,7/15/2015,Transportation,0.603516484,0.385054945,0.13978022,0,0.105517456,0.170978803,1,0.189526185,0.07817552,0.171808927,0.210903427,0.740877598,0.964521948,1.697819315,0.629330254,0.382862352,0.476220275,2.415106315,2.780069819,2.697819315,0.170978803,5.278527226,5.071405903,0.249064838,6.575609756,
BB,JetBlue Airways Corporation,JBLU,Egan-Jones Ratings Company,1/8/2015,Transportation,0.619834711,0.365702479,0.176136364,0,0.068935878,0.10709988,1,0.088533608,0.051154484,0.105539556,0.158560696,0.742058936,0.958003953,2.099644128,0.677382319,0.356340289,0.199561404,0.617577197,2.402443163,3.099644128,0.10709988,8.142872619,3.094672548,0.156781846,9.192307692,
BB,JetBlue Airways Corporation,JBLU,Egan-Jones Ratings Company,12/24/2013,Transportation,0.563500534,0.334578442,0.120064034,0,0.030876677,0.051277339,1,0.078662011,0.022857143,0.050949598,0.078725398,0.740272109,0.96198727,2.444236176,0.709659864,0.397849462,0.188654354,0.505738183,2.217467419,3.444236176,0.051277339,6.678429768,2.680766034,0.139312626,10.55,
A,Archer-Daniels-Midland Company,ADM,Moody\s Investors Service,6/15/2012,Consumer Non-Durables,2.080798911,0.102436072,0.046527463,0,0.025236749,0.037371709,0.053299618,0.025236749,0.04825445,0.10405522,0.108079414,1.912070723,8.492210526,1.239781293,0.553527836,0.330679934,1.532905983,-5.587227414,2.109034268,2.239781293,0.037371709,9.383096464,-3.644859813,-0.029004909,10.11602649,
A,Archer-Daniels-Midland Company,ADM,Moody\s Investors Service,8/8/2016,Consumer Non-Durables,1.597585971,0.214074243,0.046990055,11.1526802,0.020514548,0.029224008,0.059089597,0.029224008,0.032160728,0.068506542,0.074442698,1.567703488,6.389219102,1.314708108,0.567980085,0.293084523,0.402033898,1.008503401,1.556122449,2.314708108,0.029224008,11.79516532,2.508503401,0.023658294,16.26788686,
A,Archer-Daniels-Midland Company,ADM,Egan-Jones Ratings Company,5/27/2014,Consumer Non-Durables,1.822071784,0.432877762,0.19932303,13.10364794,0.014943655,0.022537972,0.043305421,0.022537972,0.030672884,0.072043853,0.066455383,2.052569025,8.859031272,1.166584134,0.538443957,0.331027668,0.825296594,6.524962179,5.376701967,2.166584134,0.022537972,10.06038527,7.906202723,0.058193399,19.03722579,
A,Archer-Daniels-Midland Company,ADM,Egan-Jones Ratings Company,9/21/2015,Consumer Non-Durables,1.61636431,0.22850796,0.067382451,9.370033382,0.027310862,0.033736079,0.059377862,0.033736079,0.046044276,0.085697133,0.103209601,1.685932714,6.871206739,1.241529445,0.553876037,0.191768827,0.546553809,2.194174757,2.181229773,2.241529445,0.033736079,8.441977258,4.014563107,0.036645889,18.33103051,
A,Archer-Daniels-Midland Company,ADM,Egan-Jones Ratings Company,12/3/2014,Consumer Non-Durables,1.668247661,0.27675939,0.070439687,12.15453012,0.027684388,0.038546323,0.058718489,0.038546323,0.051059577,0.110114336,0.114518594,1.844345515,8.152710843,1.242842588,0.554137234,0.280191693,0.819830713,6.229709035,2.471669219,2.242842588,0.038546323,8.681011431,7.598774885,0.061107622,17.66828479,
BBB,Mosaic Company (The),MOS,Moody\s Investors Service,11/1/2016,Basic Industries,2.070490249,1.240046046,0.455782774,28.0675155,0.04157592,0.033841514,0.113084269,0.044535656,0.01768335,0.015777244,0.031070676,0.425326738,0.778692178,0.757058198,0.430866888,-0.306105611,0.334096833,1.207191781,3.654394977,1.757058198,0.033841514,13.58657348,3.613299087,0.176760485,13.46502755,
BBB,Mosaic Company (The),MOS,Moody\s Investors Service,6/15/2012,Basic Industries,3.466372829,2.649831475,2.025615764,32.41285798,0.253033871,0.253426312,0.314133913,0.268087504,0.159283963,0.181730936,0.216001237,0.629496608,1.497581338,0.356076484,0.262578467,0.29890808,0.4794577,2.608744395,9.479147982,1.356076484,0.253426312,8.712713716,5.44103139,0.244188855,7.24258846,
BBB,PPL Corporation,PPL,Egan-Jones Ratings Company,3/19/2014,Public Utilities,1.049063518,0.898615635,0.224348534,28.40598651,0.095278246,0.095193929,1,0.197217538,0.024427679,0.027305488,0.090646559,0.256382542,0.358448938,2.710813412,0.730517305,0.159433127,-0.507525376,-2.381018846,5.732508132,3.710813412,0.095193929,9.953065215,4.691428168,0.240893761,0.801987768,
A,PPL Corporation,PPL,Egan-Jones Ratings Company,12/4/2014,Public Utilities,0.827488916,0.710869273,0.235254602,29.29776502,0.151056614,0.137664145,1,0.284546482,0.035547642,0.038217329,0.127458174,0.235326621,0.332369859,2.585559143,0.721103471,0.493367025,-0.229797238,-1.196626187,6.68396827,3.585559143,0.137664145,8.495850167,5.207313192,0.295938777,1.593657817,
BB,PPL Corporation,PPL,Egan-Jones Ratings Company,6/12/2013,Public Utilities,0.900977778,0.772622222,0.160177778,22.13291551,0.124206414,0.125101742,1,0.253052255,0.034972728,0.040437791,0.145610687,0.281569418,0.409096963,3.163549618,0.759820324,0.354586858,-0.139652677,-0.665200698,6.205667648,4.163549618,0.125101742,7.891572642,4.763250591,0.224971512,0.770766773,
BBB,PPL Corporation,PPL,Egan-Jones Ratings Company,10/6/2015,Public Utilities,0.682662539,0.574303406,0.215686275,32.03090364,0.088929456,0.209023341,1,0.36914852,0.017353248,0.045250529,0.068756931,0.195134984,0.252419196,2.96219377,0.747614565,0.290081098,-0.365200765,-1.425768945,2.318554106,3.96219377,0.209023341,11.05106781,3.904068891,0.340983179,1.062807882,
BBB,Kirby Corporation,KEX,Moody\s Investors Service,6/15/2012,Consumer Services,1.47527592,0.900273133,0.045287068,59.78477014,0.098910678,0.159286799,1,0.168796007,0.061824524,0.113294032,0.12687891,0.625054089,1.015500175,1.052242422,0.512728131,0.370673832,0.274866584,1.582495248,0.3677917,2.052242422,0.159286799,10.1218727,5.757321326,0.168607941,7.733089925,
BBB,Kirby Corporation,KEX,Moody\s Investors Service,9/22/2015,Consumer Services,1.770505392,0.825896545,0.016260634,49.44737261,0.105555587,0.168431483,1,0.177255566,0.054540301,0.095329133,0.099913126,0.516697439,0.772777062,0.83191372,0.454122763,0.369747202,0.337288152,3.212739133,0.145717992,1.83191372,0.168431483,6.436324114,9.525206015,0.242746092,10.25885737,
BBB,Kirby Corporation,KEX,Fitch Ratings,11/29/2012,Consumer Services,1.679499746,0.918396147,0.031150358,54.10787264,0.099134834,0.098297027,1,0.172689096,0.057331142,0.062965797,0.123564575,0.578314803,0.912530208,1.155278448,0.536022828,0.615920604,0.041638781,0.244528179,0.231979952,2.155278448,0.098297027,9.435635397,5.872606642,0.154180184,8.992313237,
BBB,Boston Scientific Corporation,BSX,Moody\s Investors Service,6/15/2012,Health Care,1.718317654,0.837299391,0.147758716,59.66806612,0.05785883,0.084229861,0.651141433,0.118604041,0.02071395,0.032951804,0.038844358,0.358008455,4.564071856,0.875275258,0.466744951,0.313084112,0.698412698,0.466441397,0.1769032,1.875275258,0.084229861,8.041151758,0.667859273,0.132248754,13.09852217,
BB,Boston Scientific Corporation,BSX,Egan-Jones Ratings Company,8/16/2013,Health Care,1.650767544,0.835526316,0.118969298,66.78636427,-0.016939661,-0.031219376,0.695646087,0.016799664,-0.007301913,-0.01512172,-0.018504358,0.431054251,4.620310479,1.534179538,0.605394967,0.457399103,0.773567468,0.624067999,0.161795407,2.534179538,-0.031219376,27.45324104,0.806740233,0.15147697,8.837398374,
BB,Boston Scientific Corporation,BSX,Egan-Jones Ratings Company,10/28/2014,Health Care,1.267041462,0.621925509,0.206254392,58.50880759,-0.016124661,-0.06897019,0.700542005,-0.040785908,-0.006982749,-0.03585517,-0.018429611,0.433047764,4.897146649,1.639306179,0.621112545,0.766208251,0.795902285,0.762667069,0.443253039,2.639306179,-0.06897019,54.92425236,0.95824209,0.17195122,8.435114504,
BBB,Boston Scientific Corporation,BSX,Moody\s Investors Service,12/7/2016,Health Care,0.902982994,0.561750767,0.054641762,64.06868591,0.041378488,0.021106606,0.710946816,0.053303124,0.019175508,0.012199325,0.051537205,0.46341733,5.144785276,1.687657805,0.627928824,-0.960451977,0.613168724,0.439010018,0.399970536,2.687657805,0.021106606,29.33548287,0.715969358,0.115907465,5.422818792,
BB,Boston Scientific Corporation,BSX,Egan-Jones Ratings Company,7/30/2015,Health Care,1.428395062,0.655967078,0.13127572,62.24087201,-0.031964692,-0.086933262,0.709375418,-0.043734118,-0.013180389,-0.041393364,-0.037816456,0.412342139,5.018120805,1.86914557,0.651464181,0.632307692,0.588333333,0.263197137,0.237846704,2.86914557,-0.086933262,60.39589121,0.447360573,0.080246088,10.39712919,
CCC,SunPower Corporation,SPWR,Egan-Jones Ratings Company,9/20/2013,Technology,1.317995013,0.679177457,0.459216723,52.49547404,0.038127347,0.016585414,0.195864475,0.063380987,0.024519262,0.01857852,0.085645068,0.643088576,4.700532634,2.492970946,0.713710759,0.28629488,0.79034532,1.062539832,6.349605608,3.492970946,0.016585414,12.91856336,1.344399474,0.064784942,4.541152648,
AA,General Dynamics Corporation,GD,Egan-Jones Ratings Company,5/5/2015,Capital Goods,1.265871573,0.947494728,0.319104065,47.91423571,0.082101647,0.123233502,0.502949566,0.126053416,0.071644746,0.175985929,0.214134754,0.872634705,9.267647942,1.988840984,0.665422147,0.296948974,0.860246781,9.567650779,26.78763216,2.988840984,0.123233502,10.07387145,11.12198382,0.120834954,7.455031599,
A,General Dynamics Corporation,GD,Egan-Jones Ratings Company,10/28/2013,Capital Goods,1.466786944,1.18771527,0.434721994,51.4680633,0.075501313,0.115542315,0.510026267,0.118040874,0.066491763,0.155113099,0.162540514,0.880670278,9.141434846,1.444521068,0.590921914,0.310784586,0.858338699,7.601635521,28.74421894,2.444521068,0.115542315,8.774404589,8.856219027,0.099493882,6.804270463,
A,General Dynamics Corporation,GD,Moody\s Investors Service,11/1/2012,Capital Goods,1.354905336,1.072633391,0.283648881,48.69292038,-0.010535335,0.017167518,0.485037921,0.026433535,-0.009676761,0.023844154,-0.029148376,0.918505348,9.260358507,2.012203687,0.668017138,1.613678373,0.832526982,6.330905118,23.37652046,3.012203687,0.017167518,19.20197301,7.604444369,0.085266398,6.572701499,
AA,General Dynamics Corporation,GD,Egan-Jones Ratings Company,8/4/2015,Capital Goods,1.170831659,0.850783447,0.223784652,39.96917601,0.094219708,0.130350504,0.495662398,0.132765579,0.092664937,0.209799509,0.276122183,0.983498453,9.079342181,1.979791395,0.664406038,0.277181863,0.772308924,6.006604152,22.22754759,2.979791395,0.130350504,9.355373393,7.777463097,0.079411484,8.08095723,
A,General Dynamics Corporation,GD,Moody\s Investors Service,8/9/2016,Capital Goods,1.202475479,0.873968551,0.181690799,42.03792301,0.094249354,0.134947214,0.507447453,0.137435014,0.089894135,0.211275342,0.269223761,0.95379046,9.043265071,1.994897959,0.666098807,0.27629402,0.821656051,5.927005287,24.99450292,2.994897959,0.134947214,11.99955622,7.213487055,0.070104934,6.084712372,
A,General Dynamics Corporation,GD,Moody\s Investors Service,6/15/2012,Capital Goods,1.378914311,1.1008524,0.237685061,49.72855525,0.077302078,0.113780335,0.472717814,0.117085412,0.072413497,0.156626506,0.190900846,0.936760026,9.950365408,1.63626058,0.620674827,0.313609467,0.858554663,7.634279563,21.46660552,2.63626058,0.113780335,5.991183339,8.89201339,0.099091104,5.95164076,
B,HD Supply Holdings,Inc.,HDS,Standard  Poor\s Ratings Services,4/15/2016,Consumer Services,2.024669604,1.041409692,0.074889868,40.60121594,0.000337762,0.005854537,0.287998199,0.069578924,0.00049505,0.010558376,-0.003947368,1.465676568,23.87634409,-8.973684211,1.125412541,1.076923077,0.596610169,0.000907394,0.001000196,-7.973684211,0.005854537,6776.412938,0.001520916,0.03321324,9.191860465
B,HD Supply Holdings,Inc.,HDS,Standard  Poor\s Ratings Services,12/21/2016,Consumer Services,2.276693456,1.345579793,0.308840413,40.2646183,0.199242014,0.032620466,0.332430969,0.099621007,0.244680851,0.046841594,1.978494624,1.228058511,22.66257669,7.086021505,0.876329787,-4.502074689,0.796208531,0.001705489,0.001812082,8.086021505,0.032620466,6438.074149,0.002142012,0.057119653,9.708661417
BBB,TennecoInc.,TEN,Egan-Jones Ratings Company,2/4/2015,Capital Goods,1.348526959,0.748193441,0.156753752,46.12351544,0.026840855,0.047624703,1,0.047624703,0.056359102,0.181365898,0.45472837,2.099750623,6.912972085,7.068410463,0.87605985,0.326683292,0.038123167,0.214048067,4.643196527,8.068410463,0.047624703,6.518790495,5.614645445,0.040498812,2.471574344,
BBB,TennecoInc.,TEN,Egan-Jones Ratings Company,7/31/2013,Capital Goods,1.245919478,0.715995647,0.149619151,47.71032145,0.022978403,0.043194375,1,0.043194375,0.047780679,0.172690763,0.422632794,2.079373368,6.77787234,7.845265589,0.88694517,0.354651163,0.514910537,4.282797448,4.547371808,8.845265589,0.043194375,7.591276754,8.317556434,0.063159216,4.955114054,
A,TennecoInc.,TEN,Egan-Jones Ratings Company,10/29/2015,Capital Goods,1.288182832,0.774247492,0.159977703,48.99866001,0.030088927,0.055061518,0.166159094,0.055061518,0.062263675,0.208007363,0.570438799,2.069321906,6.604183427,8.161662818,0.890849508,0.329646018,0.446808511,3.870753107,4.809117497,9.161662818,0.055061518,4.89054685,8.663114097,0.062979656,4.974563953,
BBB,TennecoInc.,TEN,Standard  Poor\s Ratings Services,12/14/2016,Capital Goods,1.318803852,0.8205778,0.175874303,53.99232469,0.041400163,0.049308059,0.171647866,0.049308059,0.081914404,0.17867678,0.621291449,1.978601012,6.336772292,6.584642234,0.868154625,-0.224056604,0.335378323,2.931757883,6.203170643,7.584642234,0.049308059,7.448700912,8.741643931,0.056867078,4.745502998,
BBB,Brookfield Asset Management Inc,BAM,Standard  Poor\s Ratings Services,9/20/2016,Consumer Services,1.326402225,0.889477518,0.284683134,136.5591332,0.067633444,0.053500471,0.274179673,0.1876613,0.010329984,0.03136293,0.062412581,0.152734849,0.538327526,3.407477413,0.563975824,-0.264165391,1.206941291,3.766684024,4.351780333,6.041885608,0.185940764,14.47814111,3.120851074,0.126295523,1.487033151,
A,Cintas Corporation,CTAS,Egan-Jones Ratings Company,10/1/2015,Consumer Non-Durables,2.794919315,1.496291812,0.671552415,40.44942176,0.096186948,0.14507249,0.429168176,0.155556116,0.102712489,0.181853793,0.222834684,1.067842269,5.137454801,1.169499419,0.539064177,0.371679808,0.624799233,3.128179465,3.737308024,2.169499419,0.14507249,12.55084681,5.006695427,0.129615988,23.31556379,
A,Cintas Corporation,CTAS,Egan-Jones Ratings Company,10/1/2014,Consumer Non-Durables,2.865564462,1.630446685,0.814573478,40.76966601,0.082262185,0.130765726,0.420576685,0.124567974,0.083909474,0.15531606,0.170755243,1.020024865,5.319389227,1.034993602,0.508597964,0.392150143,0.760547002,3.841173978,4.311189015,2.034993602,0.130765726,11.13175652,5.050541216,0.133566369,17.5746385,
A,Cintas Corporation,CTAS,Egan-Jones Ratings Company,10/9/2013,Consumer Non-Durables,2.921003998,1.535267934,0.633292944,41.94581291,0.073078679,0.115814053,0.414011122,0.130942847,0.072588291,0.131923567,0.143285554,0.993289584,4.374640596,0.973948577,0.49340119,0.368999896,0.644528791,2.874100487,2.887742425,1.973948577,0.115814053,8.748945438,4.459227468,0.128055534,20.8991564,
A,El Paso Electric Company,EE,Egan-Jones Ratings Company,11/30/2015,Public Utilities,0.558228424,0.356668495,0.029411977,11740.53831,39.72744908,56.65033948,1,70.89767216,0.0253314,0.039506721,0.080585281,0.00063763,0.000901832,2.181240642,0.685657229,0.298725313,-0.141025901,-0.86373711,0.806803508,3.181240642,56.65033948,9.825208381,6.124670037,119.6270611,3.141151756,
A,El Paso Electric Company,EE,Egan-Jones Ratings Company,6/13/2014,Public Utilities,1.300090167,0.871082445,0.186093861,26240.64906,97.4510451,145.4763476,1,182.2167217,0.031792478,0.04992438,0.093854527,0.000326241,0.000488064,1.952098517,0.661257917,0.330124473,0.040666734,0.250881263,1.357186863,2.952098517,145.4763476,8.035850359,6.169201164,272.249725,3.669682013,
A,El Paso Electric Company,EE,Egan-Jones Ratings Company,12/18/2014,Public Utilities,1.108405853,0.790325069,0.231439526,6374.288344,22.43631902,32.5192638,1,37.09521472,0.029885258,0.045944031,0.092890656,0.001332004,0.002076345,2.108243401,0.678274874,0.310060672,-0.138645517,-0.839441854,1.670747556,3.108243401,32.5192638,9.161702649,6.054590692,59.71533742,3.182838376,
A,Northrop Grumman Corporation,NOC,Egan-Jones Ratings Company,5/12/2014,Capital Goods,1.631642304,1.347377472,0.885640585,39.73987267,0.079153319,0.079153319,0.569238879,0.1266372,0.073992646,0.094913936,0.183804143,0.934801562,8.788667142,1.484086629,0.59743755,0.46670082,0.853403141,9.229094077,22.43031359,2.484086629,0.079153319,7.402487562,10.81445993,0.100685293,8.643612693,
BBB,Northrop Grumman Corporation,NOC,Fitch Ratings,5/29/2013,Capital Goods,1.385733157,1.109643329,0.637714663,41.36608772,0.078436038,0.117574748,0.587001348,0.124117694,0.074520589,0.144725924,0.207904141,0.950081001,8.735019051,1.789888585,0.641562747,0.332883642,0.874621212,9.288012872,15.53499598,2.789888585,0.117574748,4.550858242,10.61946903,0.104687128,7.48204023,
A,Northrop Grumman Corporation,NOC,Egan-Jones Ratings Company,5/11/2015,Capital Goods,1.389002037,1.131873727,0.655634759,42.7119563,0.086283832,0.122482172,0.56499437,0.13328329,0.077863917,0.142021277,0.285970974,0.902416077,8.017051153,2.672702142,0.727720909,0.295539666,0.783648284,9.731800766,18.50095785,3.672702142,0.122482172,9.523280481,12.41858238,0.108136286,7.993103448,
A,Northrop Grumman Corporation,NOC,Egan-Jones Ratings Company,9/16/2015,Capital Goods,1.160711013,0.945574491,0.424958769,44.07740372,0.084587265,0.118592196,0.560783814,0.130748959,0.08137728,0.146865295,0.360376675,0.962051198,7.678198433,3.428467946,0.774188272,0.286738351,0.782146161,8.928194298,12.24392819,4.428467946,0.118592196,11.0802608,11.41499472,0.091898325,8.060062402,
BBB,Northrop Grumman Corporation,NOC,Moody\s Investors Service,11/28/2016,Capital Goods,1.217761989,1.037300178,0.451332149,49.13232414,0.089766607,0.119267178,0.55108536,0.130283989,0.085890529,0.146267014,0.418330481,0.956820489,6.830546265,3.870507701,0.794682595,0.247348614,0.672947032,10.58133035,14.20346562,4.870507701,0.119267178,12.49190792,15.72386808,0.114778848,7.07979408,
BBB,Timken Company (The),TKR,Moody\s Investors Service,8/31/2015,Capital Goods,2.387492579,1.175341381,0.256481298,57.76868711,-0.024649236,-0.066009818,0.276398705,-0.052710371,-0.025419165,-0.083157895,-0.053454134,1.031235414,3.692851633,1.102906757,0.524467741,0.641350211,0.718249733,3.18083829,1.64595384,2.102906757,-0.066009818,-131.7026071,4.428596549,0.130487762,13.014402,
BBB,Timken Company (The),TKR,Moody\s Investors Service,8/13/2014,Capital Goods,2.776133383,1.429186961,0.522292994,56.44317665,0.055523048,0.066315584,0.291918601,0.06774592,0.056906777,0.082671422,0.108361883,1.024921703,3.941319667,0.904199975,0.474845072,0.268137255,0.586970684,1.99408315,3.178139183,1.904199975,0.066315584,10.65073186,3.397244879,0.099798453,15.13690063,
BBB,Anthem,Inc.,ANTM,Egan-Jones Ratings Company,8/6/2014,Health Care,1.718563034,1.054768735,0.114736528,0.79745134,0.034784857,0.059128978,0.230381148,0.059128978,0.041403367,0.100852889,0.10596133,1.190269878,37.99521679,1.559244247,0.609259647,0.413909938,0.787908468,9.62196448,71.10945995,2.559244247,0.059128978,9.548765879,12.21203335,0.045608677,15.56900707
BBB,Anthem,Inc.,ANTM,Egan-Jones Ratings Company,10/29/2013,Health Care,1.81914809,1.20377947,0.096755649,5.464451907,0.035054595,0.054069428,0.208190247,0.054069428,0.04179137,0.088846216,0.100532198,1.19217954,39.42464613,1.405573143,0.584298651,0.314020103,0.788192511,8.059631491,62.37956449,2.405573143,0.054069428,8.150317962,10.22546064,0.042975916,16.41336135
BBB,Ecopetrol S.A.,EC,Standard  Poor\s Ratings Services,3/18/2011,Energy,1.237874324,0.967850797,0.431363411,42.74620686,0.200860342,0.308440325,0.402094761,0.339499596,0.156902312,0.291424948,0.302150833,0.781151272,1.463300057,0.914342278,0.474803977,0.348787025,0.279917863,101.2602564,98.51251492,1.92572582,0.308440325,0.43036563,361.7498906,0.358149929,4.892090821,
