Corporate-Credit-Rating,Name STRING,Symbol STRING,Rating_Agency_Name STRING,Date STRING,Sector STRING,currentRatio REAL,quickRatio REAL,cashRatio REAL,daysOfSalesOutstanding REAL,netProfitMargin REAL,pretaxProfitMargin REAL,grossProfitMargin REAL,operatingProfitMargin REAL,returnOnAssets REAL,returnOnCapitalEmployed REAL,returnOnEquity REAL,assetTurnover REAL,fixedAssetTurnover REAL,debtEquityRatio REAL,debtRatio REAL,effectiveTaxRate REAL,freeCashFlowOperatingCashFlowRatio REAL,freeCashFlowPerShare REAL,cashPerShare REAL,companyEquityMultiplier REAL,ebitPerRevenue REAL,enterpriseValueMultiple REAL,operatingCashFlowPerShare REAL,operatingCashFlowSalesRatio REAL,payablesTurnover REAL,
B,"PDC Energy,Inc.",PDCE,Moody\s Investors Service,7/1/2015,Energy,1.101937398,0.351187395,0.002820809,63.93137541,-0.114693462,-0.179041399,1,-0.107208487,-0.028803527,-0.051511422,-0.053045493,0.251134867,0.307236806,0.841631856,0.457003311,0.359402559,1,10.49914438,0.039588282,1.841631856,-0.179041399,11.63675726,10.49914438,0.690500667,0.126515716,
CCC,Boyd Gaming Corporation,BYD,Egan-Jones Ratings Company,12/12/2013,Consumer Services,0.737403137,0.536961594,0.391831896,8.268508429,-0.027730426,-0.040074792,0.917054364,0.096150272,-0.01397906,-0.021935873,-0.170779192,0.504105469,0.825658166,11.21678685,0.918145416,-0.028880804,0.478333063,1.362720196,1.831885071,12.21678685,-0.040074792,8.619942626,2.848894008,0.095712881,3.180807653,
BB,Cementos Pacasmayo S.A.A.,CPAC,Standard  Poor\s Ratings Services,2/24/2015,Capital Goods,5.171131599,3.724308523,2.900827024,48.40635082,0.15518289,0.218628353,0.417221762,0.240991518,0.059497906,0.099598821,0.096774469,0.383405062,0.586477376,0.587300129,0.361077958,0.290197782,-1.381299244,-0.783367591,1.369525525,1.626518916,0.243734201,10.49818934,0.567123738,0.193457317,5.263889394,
B,"MBIA,Inc.",MBI,Moody\s Investors Service,6/15/2012,Finance,2.039577836,2.039577836,0.835092348,-138.076429,0.84714194,1.438021837,1.020552344,1.438021837,-0.049082722,-0.085736167,-0.775882353,-0.057939195,-22.56521739,14.80764706,0.936739478,0.410897722,1.001680108,-15.13044607,4.857375675,15.80764706,1.438021837,-1.177288419,-15.10506793,1.911368015,0.5,
A,BP p.l.c.,BP,Fitch Ratings,6/15/2012,Energy,1.075752492,0.767302531,0.169873946,46.61732036,0.065279533,0.097952959,0.177724382,0.102913913,0.086075102,0.186287007,0.225978775,1.318561864,2.125078408,1.616251972,0.615628851,0.333562422,0.348546224,0.411992443,0.782540914,2.625367489,0.101026369,16.54748824,1.182031003,0.057527394,5.751729634,
BB,Viavi SolutionsInc.,VIAV,Egan-Jones Ratings Company,6/7/2013,Technology,2.003057636,1.570707843,0.613208989,66.35574579,-0.033053921,-0.025919981,0.422091433,-0.017299804,-0.029740572,-0.035872964,-0.053523296,0.899759294,6.651245552,0.799672699,0.444343407,-0.275229358,0.393786734,0.203913043,3.137391304,1.799672699,-0.025919981,8.573388203,0.517826087,0.070804352,7.767857143,
BB,GCP Applied TechnologiesInc.,GCP,Standard  Poor\s Ratings Services,1/12/2016,Basic Industries,1.475702479,0.999008264,0.325950413,68.0281948,0.036708166,0.087971439,0.372940315,0.104815086,0.048133477,0.186204297,0.08521037,1.311247149,5.542364282,0.762855929,0.430920658,0.582726327,0.80171278,1.723175984,1.396098209,1.770293243,0.090443061,10.98496089,2.149368236,0.138960088,6.28440367,
BB,Semtech Corporation,SMTC,Moody\s Investors Service,6/15/2012,Technology,3.769762856,2.46475886,1.268521183,0,0.159673665,0.174547087,0.590329636,0.173284166,0.109967073,0.140133329,0.137287061,0.688698872,8.004896263,0.248437899,0.198999004,0.085211516,1,1.504692087,3.709652064,1.248437899,0.174547087,14.02590036,1.504692087,0.20638193,6.28424854,
BB,IHS Markit Ltd.,INFO,Standard  Poor\s Ratings Services,7/26/2016,Technology,0.660931747,0.548357406,0.098343246,84.83033494,0.055872459,0.052033055,0.620557262,0.095217201,0.010963937,0.011362003,0.018900599,0.196231506,6.570879385,0.723887982,0.419915905,-0.035839775,0.768760771,1.58802589,0.449514563,1.723887982,0.052033055,23.79917799,2.065695793,0.233399152,17.6179966,
B,MDC PartnersInc.,MDCA,Standard  Poor\s Ratings Services,3/17/2016,Technology,0.557453015,0.469815609,0.067342082,99.36321494,-0.028167262,-0.013131703,0.336692162,0.054371102,-0.023491275,-0.025701493,0.065984047,0.83399214,20.86719008,-3.808874649,1.356014463,-0.32521819,0.855194865,2.791563163,1.357806859,-2.808874649,-0.013131703,13.06930334,3.264242195,0.122755335,2.446591465,
BB,"Clean Harbors,Inc.",CLH,Standard  Poor\s Ratings Services,11/27/2012,Basic Industries,1.909830736,1.376037691,0.40389279,90.32344824,0.059268488,0.058379968,0.295847449,0.092418877,0.033894557,0.039220033,0.090549916,0.571881585,1.428359348,1.671517913,0.625680968,-0.015219604,0.378961972,2.281233761,4.483965556,2.671517913,0.058379968,11.53902347,6.019690446,0.148253491,6.007069108,
B,"Star Group, L.P.",SGU,Egan-Jones Ratings Company,12/22/2015,Consumer Services,1.110584104,0.68461323,0.360874935,19.45238313,0.022430987,0.042042273,0.281135717,0.055912025,0.053117822,0.164265379,0.129554377,2.368055477,24.57747016,1.439000159,0.589995927,0.466465883,0.930180559,2.222187309,1.770847517,2.439000159,0.042042273,3.727174085,2.3889849,0.081737882,38.60796935,
BBB,Public Service Enterprise Group Incorporated,PEG,Moody\s Investors Service,11/2/2016,Public Utilities,0.993284493,0.533272283,0.129120879,46.76801678,0.097892065,0.143251297,1,0.173932237,0.022136262,0.035277491,0.067555217,0.226129274,0.230342934,2.051789794,0.672323434,0.316640986,-0.298097252,-1.954455446,1.16039604,3.051789794,0.143251297,9.748231272,6.556435644,0.365412206,0,
CCC,"HC2 Holdings,Inc.",HCHC,Moody\s Investors Service,11/6/2014,Capital Goods,1.661723457,1.32558686,0.539876503,101.5308309,-0.026287908,-0.067989434,0.458331354,-0.024853956,-0.019987417,-0.071577198,-0.181734376,0.760327388,2.349297491,8.092439416,0.890018514,0.614427727,-0.588588589,-0.109280754,5.719752648,9.092439416,-0.067989434,-351.3051791,0.185665771,0.006691169,3.698165447,
BB,Celanese Corporation,CE,Moody\s Investors Service,6/15/2012,Basic Industries,1.951624549,1.167509025,0.492418773,47.00798462,0.089753068,0.111636848,0.212036079,0.102025728,0.071260859,0.105846068,0.452647278,0.79396572,2.068828388,5.351976137,0.842568678,0.197350993,0.452978056,1.850143771,4.775803643,6.351976137,0.111636848,10.02739564,4.084400435,0.094336833,7.918276374,
B,DISH Network Corporation,DISH,Standard  Poor\s Ratings Services,8/2/2016,Consumer Services,1.829302438,1.349931592,1.175738215,18.21133233,0.096051346,0.152800923,0.902551661,0.146483813,0.051611167,0.097881366,0.312662453,0.537328927,5.902349356,5.058038838,0.834930078,0.362897215,0.784800753,4.731277713,11.53025019,6.058038838,0.152800923,12.242004,6.028635541,0.185639835,2.90707648,
BBB,Amphenol Corporation,APH,Moody\s Investors Service,9/9/2014,Capital Goods,3.351281561,2.34630834,0.926644989,76.72818258,0.132653634,0.181928725,0.316864653,0.193545973,0.100910773,0.162587354,0.243894889,0.760708695,9.049432876,1.416936094,0.586253024,0.264575835,0.762629129,2.145388275,4.246067655,2.416936094,0.181928725,15.40166047,2.813147561,0.164792816,5.90507762,
BB,"Brinker International,Inc.",EAT,Standard  Poor\s Ratings Services,9/13/2016,Consumer Services,0.408779885,0.174335115,0.072717098,4.923903043,0.061625688,0.08791649,0.742070042,0.097460344,0.136309377,0.275299849,-0.942026945,2.211892177,3.122736667,-7.910947494,1.144697959,0.299042903,0.714243729,4.869366957,0.543155713,-6.910947494,0.08791649,8.051671647,6.817514466,0.121166948,8.805877544,
BBB,NewMarket Corporation,NEU,Standard  Poor\s Ratings Services,1/15/2016,Basic Industries,2.938285042,1.44641611,0.354308252,49.0968246,0.111453502,0.158336253,0.317192864,0.166626962,0.184975754,0.330305437,0.615647996,1.659667497,5.319545976,2.328263203,0.699542993,0.296096126,0.528036355,11.56180051,7.632056205,3.328263203,0.158336253,12.65426788,21.89584184,0.125197704,11.3540254,
BB,"Group 1 Automotive,Inc.",GPI,Standard  Poor\s Ratings Services,12/3/2015,Consumer Durables,1.080160532,0.0837497,0.006392347,5.415969238,0.00884072,0.017133404,0.144271928,0.026178027,0.021291169,0.076688758,0.102367324,2.408307132,10.2830758,3.807971014,0.792012057,0.484006785,0.147433125,0.898349749,0.563202004,4.807971014,0.017133404,7.555477191,6.093269397,0.013265642,32.44574446,
BB,Scientific Games Corp,SGMS,Standard  Poor\s Ratings Services,1/31/2013,Technology,1.891549345,2.478648082,0.425263412,81.54663184,-0.066581827,-0.051037527,0.930838973,0.040620794,-0.028637236,-0.024866347,-0.171679126,0.430105885,2.49577979,4.994961499,0.833193257,-0.304566096,0.714347687,1.244003511,4.724411461,5.994961499,-0.051037527,10.22294015,1.741453822,0.166648593,0.804394599,
B,"Salem Media Group,Inc.",SALM,Standard  Poor\s Ratings Services,8/21/2013,Consumer Services,1.606097791,1.185954314,0.002045183,57.9648974,-0.01154752,-0.029084049,1,0.145749449,-0.004757326,-0.012682877,-0.013558986,0.411978168,2.395014556,1.850127611,0.649138517,0.608329705,0.629754655,0.000725637,2.61E-06,2.850127611,-0.029084049,4250.057939,0.001152254,0.121278499,0,
B,Xinyuan Real Estate Co Ltd,XIN,Standard  Poor\s Ratings Services,8/24/2016,Basic Industries,83.06479502,13.73886358,12.21732703,7.643823614,0.050884621,0.1061142,0.22924094,0.114854079,0.018756923,0.03955741,0.088266322,0.36861675,45.80875023,0.666810727,0.141699773,0,1,0.264149756,-2.522774327,4.705799549,0.1061142,-4.720274956,0.264149756,-0.041406714,2.292014444,
BB,"Advanced Micro Devices,Inc.",AMD,Standard  Poor\s Ratings Services,10/12/2012,Technology,1.621331424,1.168217609,0.392984968,42.41054961,-0.218185172,-0.22445592,0.227775729,-0.19476208,-0.29575,-0.467537457,-2.198884758,1.3555,8.240121581,6.434944238,0.8655,0.027937551,1.393491124,-0.63562753,1.352226721,7.434944238,-0.22445592,-4.63469599,-0.456140351,-0.06233862,15.06115108,
CCC,MGIC Investment Corporation,MTG,Moody\s Investors Service,6/15/2012,Finance,11.29242917,11.29242917,1.632601902,17.24523509,-0.32300657,-0.321947591,1,-0.321947591,-0.06733322,-0.073308837,-0.405987559,0.20845774,53.44746847,5.029528373,0.834149549,-0.00328929,1,-9.371507171,33.91071988,6.029528373,-0.321947591,-0.785391305,-9.371507171,-1.252328192,0,
BBB,"Charles River Laboratories International,Inc.",CRL,Standard  Poor\s Ratings Services,3/31/2016,Health Care,1.793790756,1.244639323,0.378325063,72.30593075,0.109523055,0.143349016,0.806364987,0.151433065,0.072184296,0.111244945,0.20368261,0.659078548,2.010891514,1.821702518,0.64560403,0.22203062,0.7805533,4.838738816,2.537035444,2.821702518,0.143349016,14.0485662,6.199113902,0.211423441,7.197900477,
BB,Las Vegas Sands Corp.,LVS,Moody\s Investors Service,12/22/2015,Consumer Services,1.464712769,1.39900533,0.884484819,39.59156984,0.168220264,0.224313706,0.96555064,0.243100867,0.093686404,0.141545188,0.288442234,0.55692698,0.742990717,2.078805693,0.67519873,0.090082239,0.556911638,2.411349147,2.735352119,3.078805693,0.224313706,11.00513957,4.329859502,0.295160415,3.647018332,
B,Select Medical Holdings Corporation,SEM,Standard  Poor\s Ratings Services,11/19/2014,Health Care,1.337758351,1.134877695,0.008503539,52.90612907,0.039356062,0.066491311,0.157479388,0.092813841,0.041242693,0.080539918,0.163116367,1.047937489,5.651780347,2.955036747,0.747157849,0.371065325,0.441837297,0.584347341,0.025994761,3.955036747,0.066491311,9.140424271,1.322539643,0.055674079,23.79335127,
B,Lattice Semiconductor Corporation,LSCC,Moody\s Investors Service,9/29/2015,Technology,6.558818688,5.222006387,1.903187041,62.18000858,0.132686199,0.11728444,0.563157047,0.113665477,0.095156014,0.09547027,0.110164975,0.717150804,13.17193121,0.15773003,0.136240769,-0.131319718,0.744105478,0.253636116,2.165052503,1.15773003,0.11728444,11.22047726,0.340860434,0.109584925,4.971558236,
BBB,"Equinix,Inc.",EQIX,Standard  Poor\s Ratings Services,7/25/2016,Consumer Services,1.42659,1.116103413,0.727597587,40.04149099,0.035105312,0.044257887,0.495881632,0.171301463,0.010056811,0.013805136,0.029043739,0.286475469,0.501720189,1.887967211,0.653735681,0.284319306,-0.095206477,-1.380335725,10.72329107,2.887967211,0.044257887,18.88328812,14.49833849,0.28144604,3.130046292,
BB,Centene Corporation,CNC,Moody\s Investors Service,1/26/2016,Health Care,0.993386608,0.533480298,0.484982089,0,0.01559754,0.030623902,0.928778559,0.030975395,0.048371713,0.18787062,0.164580436,3.101239951,43.93822394,2.402410756,0.706090748,0.486370158,0.772036474,4.265296613,16.25514615,3.402410756,0.030623902,3.868500106,5.524734589,0.028910369,1.660860656,
BB,Allegiant Travel Company,ALGT,Standard  Poor\s Ratings Services,9/14/2016,Transportation,1.074207555,0.95354774,0.16470178,10.89163293,0.161127829,0.253852459,1,0.271903119,0.131367045,0.270559124,0.46363978,0.815297061,1.244237725,2.529346187,0.716661402,0.365269773,0.424141082,8.93519587,20.2842393,3.529346187,0.253852459,7.5196801,21.06656544,0.25451505,16.07320425,
BBB,Toro Company (The),TTC,Moody\s Investors Service,6/15/2012,Capital Goods,1.484020274,0.621828005,0.225258995,27.58879866,0.062452726,0.092797432,0.337931466,0.097925479,0.135136097,0.341735359,0.441051554,2.163814243,9.856403683,2.263758261,0.693604759,0.326999417,0.495534656,1.804778201,2.586944702,3.263758261,0.092797432,2.522651067,3.642082707,0.060445775,10.56716595,
BBB,Tech Data Corporation,TECD,Standard  Poor\s Ratings Services,9/22/2016,Technology,1.480443701,0.896669316,0.135066568,41.44145575,0.010073472,0.014496632,0.04877451,0.015217259,0.04179364,0.157656406,0.132486769,4.148881428,399.5241867,2.170022261,0.684544802,0.305116391,0.889323943,4.682043568,14.7966182,3.170022261,0.014496632,5.273739598,5.264722269,0.007164312,7.320944223,
BB,"Steel Dynamics,Inc.",STLD,Standard  Poor\s Ratings Services,9/4/2014,Basic Industries,3.496153222,1.45735273,0.424842049,35.84302141,0.017933401,0.018821825,0.110349052,0.036583115,0.021477694,0.025509543,0.056169731,1.197636392,2.802885874,1.615258948,0.617628686,0.443881483,0.818992765,2.174988282,1.633059124,2.615258948,0.018821825,11.35177013,2.655686807,0.070531679,15.90421425,
AA,AlphabetInc.,GOOG,Moody\s Investors Service,8/2/2016,Technology,6.290761518,5.996061112,0.77094772,57.16063674,0.215770117,0.267524814,0.610754165,0.262717122,0.11628865,0.16020857,0.140093213,0.538946966,2.636910674,0.204702379,0.169919461,0.193457557,0.716616717,74.91688473,250.4569164,1.204702379,0.267524814,8.9610954,104.5424744,0.399193548,17.21607055,
A,VisaInc.,V,Moody\s Investors Service,12/9/2015,Miscellaneous,2.026795683,1.264607369,0.65463342,22.27341499,0.455907781,0.451801153,1,0.653025937,0.157272095,0.179880672,0.212050131,0.344964708,7.351694915,0.348301052,0.258325877,0.425291022,0.937120292,3.157625384,3.044524053,1.348301052,0.451801153,11.92312747,3.369498465,0.474351585,0,
BB,CotyInc.,COTY,Moody\s Investors Service,10/3/2016,Consumer Non-Durables,1.044846917,0.568833549,0.200733075,57.31266239,0.03607643,0.031914649,0.598537628,0.058448874,0.022097969,0.026463298,0.435591338,0.612532041,6.810366427,18.71182676,0.949269035,-0.291066282,0.700638213,1.016787265,1.077858177,19.71182676,0.031914649,26.8901378,1.451230101,0.115288221,1.894942479,
B,Gulfport Energy Corporation,GPOR,Standard  Poor\s Ratings Services,10/6/2016,Energy,4.180666504,3.680022037,3.315562843,129.3507942,-2.538698142,-2.546246534,1,-2.249617787,-0.231985641,-0.256002414,-0.448606891,0.091379766,0.164138375,0.933770077,0.48287544,0.002964517,1,2.797384068,10.59329237,1.933770077,-2.546246534,-4.611549417,2.797384068,0.875445052,0,
BBB,"Universal Health Services,Inc.",UHS,Egan-Jones Ratings Company,4/29/2015,Health Care,1.365489628,1.111577602,0.027112164,58.05075641,0.067615742,0.069075075,1,0.13183658,0.060766222,0.071501599,0.145971864,0.89869934,2.191849909,1.402187558,0.583712772,0.582774051,0.622396889,6.523849999,0.324499626,2.402187558,0.069075075,9.297953395,10.48181653,0.128435726,0,
BBB,Fortive Corporation,FTV,Standard  Poor\s Ratings Services,9/6/2016,Capital Goods,1.697033754,1.192362768,0.547698602,55.43932651,0.140144273,0.192310782,0.487251578,0.200183153,0.106510537,0.178037571,0.324528442,0.760006349,11.3665084,2.046913948,0.671799067,0.271261487,0.886005805,2.913798091,2.323401793,3.046913948,0.192310782,15.26703311,3.288689615,0.182655078,4.790603422,
CCC,GogoInc.,GOGO,Standard  Poor\s Ratings Services,5/18/2016,Consumer Services,2.368720202,2.207482614,1.85664902,50.51170122,-0.214844436,-0.212372826,1,-0.089525004,-0.107146591,-0.131852127,-1.625696805,0.498717085,1.152818247,14.17264144,0.934091898,-0.011638073,-0.289396887,-0.380735499,4.602614773,15.17264144,-0.212372826,29.26183703,1.315617119,0.209340212,8.101067792,
BBB,Westinghouse Air Brake Technologies Corporation,WAB,Standard  Poor\s Ratings Services,10/31/2016,Capital Goods,1.98227132,1.441783334,0.275455038,83.13098307,0.104014823,0.140842894,0.315312085,0.156373798,0.046328243,0.080406413,0.13820951,0.445400392,5.654559625,1.983266825,0.664796996,0.240852927,0.888236774,4.416726613,15.69455173,2.983266825,0.140842894,17.6656603,4.972465388,0.153284948,3.785189293,
BBB,XylemInc.,XYL,Moody\s Investors Service,10/4/2016,Capital Goods,1.48546042,0.929725363,0.248788368,81.59506762,0.068947229,0.021214532,0.38743039,0.10766375,0.040160643,0.015278839,0.118721461,0.582483781,6.121753247,1.956164384,0.661723818,1,0.750503018,2.082565632,1.71965205,2.956164384,0.021214532,19.6153447,2.77489308,0.13179528,5.054704595,
BBB,J.M. Smucker Company (The),SJM,Moody\s Investors Service,3/10/2015,Consumer Non-Durables,1.727384961,-1.893265993,0.172278339,20.12815029,0.100737889,0.151445478,0.36199337,0.163797098,0.062300901,0.103861339,0.112374742,0.618445564,4.433154235,0.803741848,0.44559694,0.334824056,0.674065421,5.535115067,-19.15034698,1.803741848,0.151445478,13.62533994,8.211539857,0.152568353,12.37759336,
BB,Resolute Forest ProductsInc.,RFP,Standard  Poor\s Ratings Services,9/4/2013,Basic Industries,2.754850088,1.513227513,0.567901235,43.85563775,-0.143241426,-0.025778973,0.22752746,-0.00044833,-0.118662953,-0.023868825,-0.226034666,0.828412256,1.948885976,0.904846127,0.475023213,-4.556521739,0.218446602,0.475184794,3.400211193,1.904846127,-0.025778973,8.677582645,2.175290391,0.046177987,6.465290807,
A,"Autoliv,Inc.",ALV,Standard  Poor\s Ratings Services,10/24/2016,Capital Goods,1.594125346,1.293039729,0.472243609,71.30355583,0.056295664,0.079792726,0.204197109,0.084150651,0.06886962,0.142598638,0.154220603,1.223355679,6.075387492,1.23931252,0.553434373,0.301318736,0.415131276,4.087301587,15.76984127,2.23931252,0.079792726,6.137572113,9.845804989,0.086205527,6.700041789,
BBB,CardtronicsPLC,CATM,Standard  Poor\s Ratings Services,7/19/2016,Miscellaneous,0.858890447,0.502485501,0.234319036,24.2751809,0.069538093,0.090513086,0.35663809,0.115681338,0.064476631,0.108987169,0.192534162,0.927213094,3.221928272,1.986107677,0.665115894,0.232441588,0.534244751,3.194102993,1.626638199,2.986107677,0.090513086,10.25776392,5.978726022,0.213594665,18.10490381,
B,MTS Systems Corporation,MTSC,Moody\s Investors Service,6/14/2016,Capital Goods,1.855133256,0.731873967,0.293050744,50.17330929,0.080615817,0.104927172,0.389430323,0.109048222,0.098652217,0.208220875,0.176112372,1.223732778,7.009396674,0.785184123,0.439833692,0.231697424,0.816350711,5.471903364,3.454885211,1.785184123,0.104927172,11.58036028,6.702883075,0.178098856,10.43586713,
B,Orion Engineered Carbons S.A,OEC,Moody\s Investors Service,8/11/2014,Basic Industries,2.309238661,1.445205772,0.376158432,55.22788625,-0.042429492,-0.029213463,0.228350446,0.079124757,-0.071774731,0.243616843,-1.012195784,1.691623608,3.680458159,17.49582919,1.240627995,-0.452395171,0.626173753,1.810392754,1.199712398,14.10239754,0.109359913,4.163090181,2.891198721,0.130777557,9.68214782,
BBB,"Huntington Ingalls Industries,Inc.",HII,Standard  Poor\s Ratings Services,2/17/2016,Capital Goods,1.79277865,1.544740973,0.701726845,55.84188034,0.057549858,0.09002849,0.384757835,0.10954416,0.067065073,0.133052632,0.27114094,1.165338645,3.842364532,3.04295302,0.752656042,0.360759494,0.77294686,13.3611691,18.66388309,4.04295302,0.09002849,6.796710554,17.28601253,0.117948718,13.62460568,
B,TriMas Corporation,TRS,Moody\s Investors Service,6/15/2012,Capital Goods,1.924095204,1.000757711,0.396327331,45.66372375,0.055684712,0.0735636,0.293091996,0.121148382,0.06118353,0.104620956,0.347315726,1.098749164,6.808366309,4.67662121,0.823838871,0.362804113,0.659534495,1.845163428,2.59648571,5.67662121,0.0735636,5.538746025,2.797675392,0.08838887,5.21513646,
BBB,Edwards Lifesciences Corporation,EW,Moody\s Investors Service,9/24/2013,Health Care,4.993634259,3.892071759,1.216435185,53.97824493,0.191493522,0.107357614,0.74461012,0.191493522,0.143758946,0.092303812,0.251218574,0.75072485,4.851755218,0.747498717,0.427753514,0.56284153,0.767082716,3.246195166,9.33393017,1.747498717,0.107357614,8.318327541,4.231871083,0.231092642,10.79338843,
BB,Briggs  Stratton Corporation,BGG,Egan-Jones Ratings Company,5/16/2014,Energy,3.126352569,1.452235628,0.685865589,37.391718,-0.018070892,-0.027995198,0.176719653,-0.021778815,-0.023250994,-0.044458712,-0.050389407,1.286654494,6.485133794,1.167193662,0.53857377,0.354500297,0.720930522,2.457707962,4.413825998,2.167193662,-0.027995198,64.75719534,3.409077419,0.086342643,10.57760722,
BB,Eagle Materials Inc,EXP,Moody\s Investors Service,7/25/2016,Capital Goods,3.151224407,1.197522162,0.04470557,38.37426497,0.133443872,0.191738989,0.202552357,0.133443872,0.081009325,0.124359773,0.146648202,0.607066656,0.910923269,0.810263221,0.447594146,0.304033715,0.663001802,3.561752154,0.488911145,1.810263221,0.191738989,16.69673707,5.37216059,0.232417017,13.68893926,
BBB,DENTSPLY SIRONAInc.,XRAY,Moody\s Investors Service,6/15/2012,Health Care,1.398896244,0.763233818,0.106519646,61.51738885,0.096354284,0.013392347,0.501805165,0.118503317,0.051419461,0.008430479,0.132310504,0.53364997,4.29070835,1.573160101,0.611372802,0.324133467,0.811283735,2.257755365,0.883595264,2.573160101,0.013392347,17.87678902,2.782941734,0.155048354,8.478429689,
A,British American Tobacco p.l.c.,BTI,Standard  Poor\s Ratings Services,10/24/2016,Consumer Non-Durables,1.042425776,0.565283401,0.185897436,115.8029016,0.328945506,0.428450106,0.735810333,0.587331918,0.116863199,0.216857112,0.568076265,0.355266135,3.859601202,3.833659252,0.788650592,0.232243145,0.881258941,2.855931754,1.469692153,4.861036421,0.428450106,14.89716511,3.240740741,0.346284501,0.445731343,
BB,AlkermesPLC,ALKS,Standard  Poor\s Ratings Services,9/7/2012,Health Care,3.803698802,2.135918084,0.937609349,0,-0.291499242,-0.293330119,0.67285763,-0.226374889,-0.079206141,-0.084983281,-0.133135485,0.271719886,1.287074044,0.680873266,0.40507115,0.006241695,7.844480258,-0.169744207,1.660363376,1.680873266,-0.293330119,434.0558208,-0.021638681,-0.006364478,1.611769462,
B,Scotts Miracle-Gro Company (The),SMG,Moody\s Investors Service,10/15/2015,Basic Industries,1.547219051,1.180394715,0.116457348,23.14752196,0.052975303,0.080921598,0.353025029,0.097662854,0.063232035,0.127527297,0.257451265,1.193613485,6.64866652,3.071532141,0.754392213,0.349856616,-0.464965573,-1.87888707,8.713584288,4.071532141,0.080921598,14.83894798,4.04091653,0.081849826,9.828196059,
BB,Ultrapar Participacoes S.A.,UGP,Moody\s Investors Service,2/25/2016,Public Utilities,2.585530409,1.793347978,0.705091915,16.25092991,0.019872587,0.029578929,0.088844725,0.039145057,0.072585409,0.199504433,0.189233259,3.652539526,13.91004496,1.603381531,0.615019287,0.328150569,0.773693115,2.226001359,3.150759245,2.607042682,0.044512019,3.501314894,2.877111499,0.04231931,41.72330575,
BBB,TrimbleInc.,TRMB,Moody\s Investors Service,11/19/2014,Capital Goods,1.45066119,0.947848316,0.255163868,53.90668513,0.095648225,0.110511493,0.526117466,0.11001895,0.059136574,0.080946268,0.098543117,0.618271528,16.00366498,0.666364988,0.399891376,0.137220008,0.829061705,1.339414295,0.814216359,1.666364988,0.110511493,20.18667171,1.615578536,0.18121177,9.636355557,
B,Atlantic Power Corporation,AT,Moody\s Investors Service,8/7/2013,Energy,0.958911145,1.584232152,0.407293272,1700.688406,-2.391304348,-2.688405797,1,-2.688405797,-0.009720177,-0.012343625,-0.039778206,0.004064801,0.007610014,3.092333655,0.755640648,0.525606469,0.957349081,1.216847373,4.608840701,4.092333655,-2.688405797,12.11548457,1.271059216,11.04347826,14.14285714,
BBB,RLI Corp.,RLI,Moody\s Investors Service,9/25/2013,Finance,3.367024339,3.372372359,0.089821695,1.215630363,0.17893257,0.248959398,0.631801826,0.248959398,0.046073254,0.076346813,0.152304196,0.257489481,17.52567,2.305696494,0.69749189,0.281278107,0.81175259,2.563143365,34.6135364,3.305696494,0.248959398,11.61692439,3.157542579,0.191278074,5.488676216,
BB,"Hanger,Inc.",HNGR,Egan-Jones Ratings Company,9/11/2014,Health Care,1.874837553,0.881942534,0.0554881,62.84015413,-0.018739255,-0.000985081,1,0.026953858,-0.014563409,-0.00091345,-0.039223553,0.777160496,9.008455719,1.693294812,0.628707561,-2.029087262,0.453918862,0.637874057,0.33132747,2.693294812,-0.000985081,18.57450829,1.405260083,0.049025788,0,
B,Martin Midstream Partners L.P.,MMLP,Standard  Poor\s Ratings Services,12/18/2014,Energy,1.75913801,1.175369097,0.000256763,29.82274056,-0.00712789,-0.003184867,0.220154664,0.041330799,-0.007532568,-0.003761659,-0.024100677,1.056773873,1.644975292,2.199530135,0.687454108,-0.217399618,0.270574494,1.015850721,1.886890822,3.199530135,-0.003184867,12.6342216,3.754421588,0.070383725,10.21778955,
BBB,Electronic ArtsInc.,EA,Standard  Poor\s Ratings Services,2/17/2016,Technology,1.354204587,1.2315253,0.75282126,29.26467331,0.19379845,0.204872647,0.683499446,0.209966777,0.14234586,0.272058824,0.288208169,0.734504636,9.836601307,1.024703557,0.506100537,0.054054054,1,3.430868167,9.713826367,2.024703557,0.204872647,14.21232021,3.430868167,0.236323367,21.01470588,
BBB,"Magna International,Inc.",MGA,Moody\s Investors Service,11/17/2015,Capital Goods,1.531610775,1.141011545,0.393485432,61.77989046,0.062643929,0.084770026,0.142372565,0.077519139,0.102250216,0.223027959,0.224514834,1.632244628,5.402488231,1.178898059,0.536902525,0.261013216,0.412521441,2.344481489,6.977391375,2.19573946,0.086139292,6.700231088,5.683296084,0.072571108,5.806784661,
BB,Armstrong World Industries Inc,AWI,Standard  Poor\s Ratings Services,2/3/2016,Consumer Non-Durables,2.018794408,1.280770112,0.561081824,27.75206612,0.03892562,0.051198347,0.249090909,0.077438017,0.034993871,0.054929952,0.122528616,0.898993276,2.207424975,2.501430801,0.714402467,0.575464084,0.162002946,0.594594595,6.753153153,3.501430801,0.051198347,9.502584233,3.67027027,0.084173554,4.777076761,
